=================== 正面和负面 同时存在的词  ===================
34-ياخشى بولاتتى=正面=6.482103304319001
23681-ھەقىقىي ئەھۋالنى=正面=7.282290387018451
23745-خەۋەر يوق=正面=5.423823787804538
23780-يات بولغان=正面=7.033410075494517
23798-كىچىك بالىنىڭ=正面=4.795139909654064
23840-زاكاس قىلغان=正面=7.618372576215672
23956-بەكلا ئەرزان=正面=9.618372576215673
23969-ياۋاشلىق بىل=正面=9.539301005224475
23986-يېڭى ناۋا=正面=5.07812172430091
23988-ناھايىتى ئېسىل=正面=7.678007276056066
24025-دىن ئالاتتىم=正面=9.618372576215673
24082-دىن كەتمەي=正面=10.206130731969054
24127-ئۇچىغا چىققان=正面=10.669283493762274
24136-بويىدا ئولتۇرۇپ=正面=6.943160955191833
24140-خۇش قىلىپ=正面=6.09304477533491
24263-تېخىمۇ ئېنىق=正面=4.135806033134228
24298-پايدىسى بار=正面=8.768192810830923
24438-قارار قىلدىم=正面=4.819752464135678
24460-سايغا دېگەن=正面=8.81101765415807
24469-بەك يۇقۇرى=正面=7.954338504503318
24484-تولىمۇ تەس=正面=4.798373444905846
24504-خاتا قىلدى=正面=5.943160955191833
24527-مەيدانغا ئېلىپ=正面=5.358198454470676
24541-ھالەتكە كەپ=正面=9.618372576215673
24606-تەسىر كۆرسىتىشى=正面=6.369376003782161
24769-ئادەم داۋالايدىغان=正面=7.811017654158069
24817-جەڭ قىلدى=正面=5.60572836696345
24961-قوبۇل قىلىدۇ=正面=4.460101083438376
25000-سەل ئاز=正面=4.020765866242294
25047-پۇل خەجلەپ=正面=4.078121724300909
25079-ياش ئىكەن=正面=5.28229038701845
25165-راست بولغان=正面=4.960362292131088
25166-ھەقىقەتەن ئاز=正面=8.618372576215673
25276-ئاق يول=正面=5.283800272076087
25277-يول بولسۇن=正面=5.60572836696345
25286-ئويلىمىغان ئىشلار=正面=6.020765866242294
25322-تەس بولغۇدەك=正面=7.60572836696345
25326-يېشىل چىراق=正面=10.013232193556886
25472-جىق ئادەمنىڭ=正面=8.078121724300908
25496-جوڭگونىڭ داڭلىق=正面=7.811017654158069
25582-ساختىلىق بار=正面=6.282290387018451
25619-ساپ قويدۇ=正面=4.870652353998462
25644-ماركا ئەمەس=正面=17.224100943179124
25692-چوڭ نەتىجە=正面=6.020765866242294
25740-تەس ئەمەس=正面=12.15513817153754
25766-ھەل قىلالماي=正面=10.867752116301098
25848-تەسىر كۆرسىتىش=正面=7.036800664695291
25976-توپ ساراڭلار=正面=6.1442382057068965
26024-پۈتكۈل دۇنيا=正面=15.50282034484462
26050-غەلبە قىلىپ=正面=5.1442382057068965
26119-يۇقىرى ئېنىقلىقتىكى=正面=4.489089559270706
26133-ساغلام بولغان=正面=8.702030505262583
26140-ھەي ھەي=正面=10.141419156241767
26160-سۇ قويۇپ=正面=5.020765866242294
26184-ھەقىقى مەنىدىكى=正面=7.282290387018451
26226-تەرەققىياتىغا ماس=正面=7.520192182276769
26276-ئىشقا چۈشكەندە=正面=9.040199241157156
26328-توپنى جىق=正面=7.60572836696345
26382-چاتاق چىققۇدەك=正面=7.60572836696345
26413-يولى بار=正面=11.014098502361474
26481-قىز بولۇپ=正面=7.07812172430091
26528-ھەددىدىن ئېشىپ=正面=8.09569435374886
26623-ساغلام ئەمەس=正面=8.702030505262583
26634-چوڭ تەسىر=正面=4.773235953749521
26682-بەكمۇ ئەپسۇسلاندىم=正面=7.07812172430091
26783-يەر تەۋرەپ=正面=2.4358033655211377
26831-يىگىت دېگەن=正面=6.678007276056066
26832-نامى بار=正面=6.993169903326963
26859-تەدبىر قوللىنىشى=正面=7.729200706428053
26977-ئادەم بولمايدۇ=正面=4.697327886297295
27077-خوتۇن دىگەن=正面=7.520192182276769
27114-ئادەم ئۆلتۈرۈش=正面=7.256367041952975
27157-گۇناھلىرىمىزنى مەغپىرەت=正面=5.489089559270707
27158-مەغپىرەت قىلغىن=正面=4.852240316884582
27282-تالانت بار=正面=7.954338504503318
27343-ئىش قىلماق=正面=5.731259249047309
27418-ئەرزان سىتىپ=正面=9.618372576215673
27433-ھەقىقىي ئادەمنىڭ=正面=7.282290387018451
27438-سەل كىچىك=正面=7.691304098669524
27471-مەيدانغا كەلدى=正面=13.913224210231839
27652-سېرىق رەڭ=正面=6.036800664695291
27710-جەننەت بولغاي=正面=5.489089559270707
27731-تۆمۈر تاۋاققا=正面=8.078121724300908
27764-سەرىپ قىلىش=正面=6.282290387018451
27831-گەپ سېتىپ=正面=14.431231211690637
27918-نازارەت قىلىشى=正面=6.198264087389407
27943-ئامان ئىسەن=正面=7.1170680045414265
28053-نۇرغۇن ئەرەپ=正面=7.729200706428053
28092-كۆكرەك كېرىپ=正面=11.841566092004191
28175-گۆر ئازابى=正面=5.697327886297295
28188-مۇمكىن دەپ=正面=8.786070546355594
28217-سۇ سىپىپ=正面=8.078121724300908
28250-چاتاقتەك قىلىدۇ=正面=9.539301005224475
28313-ئەڭ يامان=正面=13.867527363689167
28391-سەل قىممەت=正面=11.609391099063917
28435-سەمىرىپ كەتتى=正面=5.283800272076087
28471-ياشقا باقمايدۇ=正面=6.943160955191833
28563-ئادەم دېگەن=正面=4.226055153436912
28626-بوزەك قىلغان=正面=5.09304477533491
28641-كۈچ چىقارغان=正面=7.993332636119181
28687-بىۋاستە تەسىر=正面=6.81101765415807
28745-تالان تاراج=正面=6.935229681555614
28748-پاسسىپ تەسىر=正面=9.539301005224475
28749-تەسىر ئېلىپ=正面=12.259465228931429
28755-جاۋاپ بېرىپتۇ=正面=5.226055153436913
28794-ھاسىل قىلماق=正面=13.09330804117652
28834-ئايال يوق=正面=7.659595238942186
28838-نۇرغۇنلىغان داڭلىق=正面=7.811017654158069
28873-گىپى يوق=正面=5.935229681555613
28892-ھەقىقىي ۋەكىللىك=正面=16.295522580575337
28951-بازار تاپىدۇ=正面=8.618372576215673
28974-ھالەتكە ئەكىلىشنى=正面=8.52019218227677
28999-بېشىدىن ئۆتكەن=正面=10.244162564207176
29057-باشقىسى يالغان=正面=6.282290387018451
29180-خەت بېسىش=正面=6.158940957578375
29186-ئۇلۇغ ئاللاھىم=正面=6.38010241037522
29200-شانلىق تارىخى=正面=10.960297663074517
29269-شان شەرەپ=正面=7.718093752539588
29274-كىشلىك تۆھپە=正面=14.126454850829427
29338-ئىشى ئەمەس=正面=7.718093752539588
29384-بەك قىممەتمۇ=正面=15.224100943179124
29400-ياخشى چىقمىغان=正面=8.618372576215673
29431-پۇلىڭىز بولسا=正面=7.60572836696345
29473-ياخشى بولماسمىكى=正面=7.811017654158069
29512-كارتا يەپ=正面=8.702030505262583
29591-ھەيران قالدىم=正面=2.4812731929844674
29644-راست ئوخشايدۇ=正面=4.020765866242294
29678-تۆمۈر تاۋاق=正面=6.493159223579753
29753-پاكىز ئەمەس=正面=5.943160955191833
29821-قېرىندىشىم ياخشى=正面=7.60572836696345
29887-قانۇننىڭ قاتتىق=正面=7.282290387018451
30010-چەتئەلنىڭ داڭلىق=正面=7.811017654158069
30064-كۆپ تىللىق=正面=5.843307192114574
30162-ئادەم بولۇپ=正面=25.498039672905232
30184-ئىش قىلىدۇ=正面=4.697327886297295
30239-داڭلىق ئارتىسلىرىمىز=正面=7.811017654158069
30284-مۇ قۇشۇپ=正面=6.0746327382210294
30331-ئىش بارمۇ=正面=10.823221506896939
30345-ۋىجدانى يوق=正面=5.489089559270707
30371-داڭلىق چولپان=正面=13.266254394594068
30408-ئانىلار ئۇلۇغ=正面=6.702030505262583
30463-توي قىلغاندىن=正面=8.482717476858106
30467-تىلەك تىلەپ=正面=6.943160955191833
======================== 负面词  =======================
6-بەك ئامراق=负面=-1.4339861049221954
68-ئوڭۇشلۇق بولسۇن=负面=-2.635619966091846
138-بايرىمىڭلارغا مۇبارەك=负面=-6.567620251614668
179-سۆھبەتنىڭ ياخشى=负面=-5.957548060979208
281-كۆپ مەنىلىك=负面=-8.120661269265435
306-قايىل قىلدى=负面=-3.6356199660918462
321-ياخشى ئەھۋال=负面=-9.790839772220439
386-توي قىلىدىغان=负面=-3.1501931389216042
412-بەكمۇ ياخشى=负面=-1.9575480609792084
428-سوۋغا قىلغان=负面=-3.1501931389216042
504-مەبلەغ سالغۇچىلارنى=负面=-4.372585560258052
547-بەلەن دەپسىز=负面=-6.659595238942186
593-يامان ئەمەسكەن=负面=-4.861229100111837
676-ئۇبۇنتۇ قاچىلاپ=负面=-6.659595238942186
720-يېقىن بەندىلىرىنى=负面=-7.659595238942186
721-بەندىلىرىنى ئېغىر=负面=-7.659595238942186
722-ئېغىر سىناقلار=负面=-6.659595238942186
724-ئاللاھنىڭ ئامراق=负面=-7.659595238942186
725-ئامراق بەندىلىرى=负面=-14.350899337611711
726-بەندىلىرى ئوخشايمىز=负面=-7.659595238942186
771-گۈدۈك دېگەن=负面=-4.200163620304889
779-تىرىشچان رەھىمسىز=负面=-5.957548060979208
780-رەھىمسىز تېز=负面=-5.957548060979208
782-رىقابەتچىلەر تاشقى=负面=-5.957548060979208
783-تاشقى دۇنيادا=负面=-5.957548060979208
819-ياخشى ئىشلارنى=负面=-3.852240316884582
889-كىشىنى ھاياجانغا=负面=-7.27626659939068
890-ھاياجانغا سالىدىغان=负面=-6.539301005224474
920-تەرەققىي قىلىشىنى=负面=-4.957548060979208
946-قايىل قىلىش=负面=-3.1501931389216042
1002-خا خا=负面=-6.148816740304668
1090-ئاخىرقى كۈنى=负面=-3.7351556396427603
1132-ياخشى كۆرمىگەن=负面=-3.9575480609792084
1184-ئىچىدە ئۆتسۇن=负面=-17.820706327914127
1226-يېڭى ئىش=负面=-0.5999960563611244
1252-مۇسابىقىنىڭ ئالدىنقى=负面=-5.372585560258052
1254-يېرىم مەيدانىدا=负面=-5.957548060979208
1288-جىق پۇل=负面=-2.957548060979208
1290-زاۋۇتتىن چىققان=负面=-2.957548060979208
1294-گەپ يوللاي=负面=-9.053874178054233
1349-قېتىملىق پۇرسەت=负面=-5.957548060979208
1387-ئاز گەپ=负面=-11.367180525262063
1419-ئەزا بولۇپ=负面=-4.568434325917705
1444-دوستلار يىغىلغاندا=负面=-9.300514145637358
1445-قايغۇلار ئۇنتۇلىدۇ=负面=-9.300514145637358
1446-دوستبۇرادەرلەر داۋاملىق=负面=-9.300514145637358
1447-داۋاملىق ئىزدىشىپ=负面=-9.300514145637358
1448-كۆڭۈللەر قايغۇدىن=负面=-9.300514145637358
1449-قايغۇدىن يىراق=负面=-9.300514145637358
1450-يىراق بولغۇسى=负面=-9.300514145637358
1511-ئادەم ئاز=负面=-3.4896702374998734
1515-كۆپ ئادەمنى=负面=-4.852240316884582
1547-مۇكاپات بار=负面=-8.002433455806186
1612-بارىكاللا ئىنىلىرىم=负面=-5.957548060979208
1613-ماھارىتىڭلارغا كۆز=负面=-5.957548060979208
1615-ئىش ياخشى=负面=-4.852240316884582
1673-مول ئىكەن=负面=-6.120661269265434
1700-قايىل قىلىدىكەن=负面=-10.7457518826919
1754-گۈدۈكچى بولدۇم=负面=-2.1501931389216042
1788-ئۇلۇغ ئاللاھقا=负面=-10.434353140469916
1795-بىلەت تاشلاڭلار=负面=-3.6356199660918462
1809-يېڭى يىلىنى=负面=-9.325176199871626
1947-مۇقەددەس كىتاب=负面=-5.120661269265435
1961-نەقەدەر ياخشى=负面=-3.852240316884582
1972-ياخشى چۈشىنىش=负面=-5.957548060979208
1985-بارلىققا كەلتۈرىدۇ=负面=-5.535698768544279
2013-ياخشى بىرنىشاننى=负面=-5.957548060979208
2014-مەخسەت قىلىپتۇ=负面=-5.957548060979208
2066-قىززىپ كەتتى=负面=-2.635619966091846
2123-رەھمەت ئېيتىمەن=负面=-2.7096205475356223
2181-بار بولدى=负面=-7.790839772220438
2235-خۇشال قىلىدىغان=负面=-7.715551644916201
2254-مەركىزىنىڭ ئېچىلىشى=负面=-5.957548060979208
2255-ئىشەنچ تۇيغۇسى=负面=-5.957548060979208
2256-پىكىرىنى دادىل=负面=-5.957548060979208
2257-دادىل بايان=负面=-5.957548060979208
2262-يېڭى گۈدۈكنى=负面=-3.372585560258052
2265-ياخشى بولىشىغا=负面=-4.372585560258052
2357-تامامەن بولىدۇ=负面=-3.7987331743780723
2376-كۆپتىن كۆپ=负面=-2.4981164423419107
2402-چوڭ بولۇشقا=负面=-4.957548060979208
2418-تورىنى قۇرۇپ=负面=-8.325176199871626
2447-تورىنىڭ تەرجىمانلىرى=负面=-6.659595238942186
2555-بەخت سائادەت=负面=-13.480856325029503
2602-قۇدرەت تاپقۇزۇش=负面=-6.0746327382210294
2665-ياشلىرىمنى توختىتالماي=负面=-4.372585560258052
2670-ئىسىل نەرسىكەن=负面=-4.957548060979208
2718-پەسلى ياخشىكەن=负面=-5.957548060979208
2720-پۇرسەت چىقىدىكەن=负面=-5.957548060979208
2721-ئىشقا ماڭغاچ=负面=-4.957548060979208
2722-ئۆزگىرىشلىرىدىن ھۇزۇر=负面=-5.957548060979208
2723-ھۇزۇر ئالغىلى=负面=-5.957548060979208
2744-كەڭ گۈدۈكداشلارنىڭ=负面=-5.659595238942186
2816-ياخشى نىيەتتە=负面=-11.358728759582654
2826-تەسىس قىلىپ=负面=-6.527328363558398
2833-خېلى تەرەققى=负面=-7.861229100111837
2867-مىكرو بلوگىدا=负面=-5.053874178054233
2906-خەيىرلىك سەھەر=负面=-2.4981164423419107
2969-ئىچسەملا مۈگدەپ=负面=-9.300514145637358
2971-ئۇسۇلۇم يوق=负面=-9.300514145637358
2972-تۇرمۇشۇم كۆڭۈللۈك=负面=-9.300514145637358
2973-كۆڭۈللۈك ئۆتسىلا=负面=-9.300514145637358
2978-ئاز بولۇپ=负面=-3.6356199660918462
2983-ياخشى تەربىيە=负面=-2.787623059536896
2998-ۋەكىللىك قىلمايدۇ=负面=-6.659595238942186
3008-ناھايتى قايىل=负面=-5.957548060979208
3009-ياخشى ئۆگىنىش=负面=-2.4981164423419107
3010-ئۇچۇرىنى بەرگەن=负面=-3.9575480609792084
3011-سەۋەپ كۆرسەتمەستىن=负面=-5.957548060979208
3012-بېلىتى ئېلىپ=负面=-4.957548060979208
3013-بۇرۇن كېلىپ=负面=-4.957548060979208
3014-ئوخشاشلا مىليونېر=负面=-5.957548060979208
3015-مىليونېر ئىدى=负面=-5.957548060979208
3018-رەھمەتلىك چوڭ=负面=-7.74021369915047
3090-كۆپ نەپ=负面=-9.568447350883991
3097-تەنھەركەتچى بولسىمۇ=负面=-13.067679977579262
3099-ئادەمنى قايىل=负面=-11.482717476858108
3109-ئوپمۇ ئوخشاش=负面=-9.604458040290279
3160-كۆپ خاتىرجەم=负面=-4.957548060979208
3161-خاتىرجەم قىلىدۇ=负面=-5.957548060979208
3162-چوقۇم ئىگىلەپ=负面=-5.957548060979208
3163-ھەمكارلىقىلا بولسا=负面=-5.957548060979208
3164-دەرۋازىسى كەڭ=负面=-5.957548060979208
3165-كەڭ ئېچىۋىتىلىدۇ=负面=-5.957548060979208
3206-شەھەرلىك ئوتتۇرا=负面=-9.818777161091043
3235-ئاخىرى تۈگىدى=负面=-2.957548060979208
3278-ياخشى گەپ=负面=-7.473142062696423
3283-ھىھى ياشىسۇن=负面=-5.957548060979208
3295-ياخشى بولىدۇ=负面=-6.24162045658379
3375-قىسقىچە مەزمۇنىنى=负面=-4.957548060979208
3444-تامغا بېسىپ=负面=-9.568447350883991
3502-مەزمۇنى چوڭقۇر=负面=-6.535698768544279
3693-قىززىق چىقىپتۇ=负面=-6.659595238942186
3833-ئوتتۇرا مەيدان=负面=-3.1501931389216042
3873-ياخشى ئوينىغان=负面=-9.325176199871626
3950-ئورۇندا تۇرىدىكەن=负面=-9.204067316975836
3979-پۇرسەت چىقىرىپ=负面=-5.957548060979208
3995-مەزمۇنى ياخشى=负面=-8.264293957724604
4001-كۆپ رەخمەت=负面=-9.67309970589541
4033-مۇسابىقە كۆرۈشكە=负面=-5.957548060979208
4058-ئېچىلىپ كەت=负面=-4.6595952389421855
4067-كەپ كىتىدۇ=负面=-8.120661269265435
4113-بەك قىزىپ=负面=-6.120661269265434
4182-نەشىر قىلىنغان=负面=-4.636879517982656
